E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_199.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_199.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_199.jpg,0,0,0,1.075058E-05
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_268.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_268.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_268.jpg,0,0,0,4.757454E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_335.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_335.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_335.jpg,0,0,0,4.8614E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_406.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_406.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_406.jpg,0,0,0,5.334622E-07
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_474.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_474.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_474.jpg,0,0,0,6.137357E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_541.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_541.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_541.jpg,0,0,0,1.861481E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_612.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_612.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_612.jpg,0,0,0,1.805961E-05
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_680.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_680.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_680.jpg,0,0,0,1.985972E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_748.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_748.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_748.jpg,0,0,0,2.304107E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_821.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_821.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_821.jpg,0,0,0,5.070075E-06
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_892.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_892.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_892.jpg,0,0.0329061,0,0.01332314
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_16_59_960.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_16_59_960.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_16_59_960.jpg,0,0.2636466,0,0.220156
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_027.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_027.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_027.jpg,-0.004694836,0.4497096,0,0.4296908
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_095.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_095.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_095.jpg,-0.01408451,0.6221337,0,0.7827619
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_163.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_163.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_163.jpg,-0.01408451,0.8719221,0,1.531784
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_229.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_229.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_229.jpg,-0.01408451,1,0,2.214129
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_298.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_298.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_298.jpg,-0.03755869,1,0,2.922144
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_365.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_365.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_365.jpg,-0.09389672,1,0,3.866096
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_433.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_433.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_433.jpg,-0.1126761,1,0,4.567685
E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\center_2023_05_24_20_17_00_500.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\left_2023_05_24_20_17_00_500.jpg,E:\Varsity\GitHub Repository\Python_Self_driving_car\Self_driving_car\myData\IMG\right_2023_05_24_20_17_00_500.jpg,-0.1126761,1,0,5.496245
